GUID;ExtrusionY (mm)
17xcPYIc12Du4p$DQo0R$M;5800.0
0pwlE_F7f7HOeI0MLHzt0G;5686.0
3zjTOmT2vFogK4Hw65ARmZ;11300.0
19Jx86$Nf58u9O1DjgoH2b;-2991.0
33ZCKCQjX4ag6_A6kiiG80;3272.0
2fzu_9tev8CuSjVv9RUsQH;4221.0
0FSI5GiPzDPR1polCI_Ex5;-6261.0
0q3Uk7F79AZugAPHSBoygM;-3388.0
3VE$SWAeT1_QY1Tiqltzq5;3270.0
0UncKpNlfE6hA2GhlNApgL;-2922.0
1l8XloFTDD9fJT$dfxULev;11626.0
0vjd$FMjf4TQJmO1v7D7Ol;-4830.0
1JTTZMKpL6_QW9emrRmhvv;-3188.0
3Tx3EgH3bBnPDeKY3cJsiR;-3500.0
0euGykk5X7SONvjiCJA1Yb;5760.0
30vF$GH9fCpPnifQ$xgUiT;6382.0
3kPsOXmxzF7R5QYVymn1Ey;5326.0
0sdT_e14DATxY2RbvJAfjv;3502.0
3ln85el3XF6PiWyZ5dlVvz;-3988.0
33TCWthlXBNOU8TxpeNf3Y;-3682.0
3EPW_qV1D7lP2aeN_OgTaL;-3717.0
0F_2ZUYN5FOuTwfpjpRb_0;9803.0
1d7U3j2qL1PAEFcc$hGs1f;-4167.0
0xA12$QqT7hPELXap6Ocv9;9797.0
1Raot1sr51W8Uk6J13YjCb;4198.0
0UzBs7Zm5BRv96b9PS6x7o;5334.0
185QlJ8L93kwhqVzKwttYl;3885.0
2T8U$DAt55a945$YwKmJMj;3329.0
1BHfhbn3r0NeBj4bDZr50E;3123.0
0T7vT9e7D8K91A4BV9wekc;5261.0
0wVDqLz$T8g8dLlzYE0uJk;4048.0
2MN$kzWhr63xO1p6X4PyjD;5724.0
0QebZsge1D8PhoA$RH4mQA;5956.0
26f_TKlcD27frLozuZmz1$;-4905.0
1oNBsHgMT12ew$7cv8B8Bt;4483.0
00zwI4OqfBLubH7BUr_7Xr;4483.0
3vp6RJPAr1HAxzwioup9eY;4483.0
18pQFVQ4zD1w3bV4E72TVi;4483.0
39BdUye3XCqvIR3Omklp_u;4483.0
2gq49G5jvECgjKnj0gIrJQ;4483.0
3xvE4rOSvAPwDwwv3MFcXM;4483.0
03133q9X9E_Q7Gn10KfSPg;4483.0
1eNelohF532whpUrjxQRl6;4483.0
1xJYkJhXP9iAqSMAL9ukPj;13044.0
3oG7gjiyP9EghhmnPNoCdq;5736.0
3Q_hp88_DBPxO2rAUjHkXf;-13135.0
1XmC6pYKX6CPmPP5JzLUG5;6392.0
3u5fmT0mb3UPnSeN5TJLwx;-18572.0
1KT$iGQ4H4HPAOg0QWLyfz;-3978.0
2zFFrCS0f85PX4NlxtAaT2;-3978.0
25Gb8oOlX8SxtF4wBQNFDX;-3978.0
2dJmMmDj1029J_bE2xLi44;-3978.0
3dl6E1JuD6iw4DIJK_jN13;3481.0
0Ac0_WOsr2rB4g8ZieOLZy;4815.0
1psXTnlp97vBOcQYtSC_Ci;3169.0
39mAHjCZH04OwPVDpTiMv0;11514.0
1y9sE1ThLEWf4zMETpExSe;-6243.0
0PpMWXztfAbA0NQPZaA3Ji;5260.0
02mxX46418ivDfCAqxTZrg;3138.0
2NqnpXi9X1FeYH3918QWDi;3400.0
3TdsVX9sv02PKsHTuNExWD;-3475.0
3qoqMHFlH4JQu4zA5VfExS;-3475.0
18k4m0wZP5Qg7Mp$raByn7;3352.0
0bP$P2mNr5NQL6Jo6caRw2;-5219.0
21aP3lY5HA59pK7c0NEyZx;-5219.0
1wt8acxkT9i8JSQQ3FgQ2w;-5219.0
0GUcEiULPA$RCN_GrxIx8Y;-5219.0
3r88SVr8j5CfSD5$BXLQBF;-5219.0
3Iu3Hy9RH0SBOHMWUT16c7;-5219.0
19A4p_l2z6GPQEj$EB2Ssg;-5219.0
025$oh5d92Bxw0Br8Wz7UL;-5219.0
2t8cX3Cmv769N7_PMxifee;3225.0
0UMKSW21zDcf1EO1auRudJ;11486.0
2DlNPjmGrEa8f13g9whQhf;-3648.0
0nU_Oq4rn2R8SQAIncjqXI;-3175.0
2PdHVNmtX6gugKXzMuXsOd;3175.0
2$NbrI38z4yuHRlkFPwcM8;3175.0
2cHu9Ic9n0SA8QiOhYhd$D;-3175.0
2JTxM8wpT9TBSk97xzrzvL;-2918.0
0z3tVE1Qj2_wjMT3THl8LW;3501.0
2ph7e9LUvAkOsHdgbEVa04;5548.0
156HlxF698LBMkhyhui3py;5548.0
25hnEoXwTBfuuagK6LHWYF;-10449.0
1XDiBgFEj9tPYR8cClzwB1;-10449.0
3DhdhnUoHFiOS69gOVAxcr;3979.0
2zhvwRCAH8gu18EKP0KTM7;3457.0
3IxIoO3NrDTfL$twSU$G8F;5000.0
0_Ee$pc29B2vCmGYutmXBU;5000.0
2sUijpWtfAKPD9MLyhpAA5;5000.0
3Qiz7g3jPBJAJAUxcXkt8V;5000.0
0B3WOCi550rhUdCQLnKmdd;5000.0
33iXzTKEr18gfUEOtid6eA;5000.0
0urSkLE$P4yvt9N6Slqlbn;5000.0
2Tpz5IZarC6vHJeTc$QLwt;5000.0
24oLrfyGHEoQAu5krDC4DW;4653.0
2sGfAsQVj5WAYvil$ODs70;-4917.0
1ljvSb2XjCW8C0xJHHGARC;-6098.0
2hIdUVhS5CgQUKeYKRyHGu;-12222.0
0DWUNGLLjAzPF3b$IfvTDR;-12222.0
0jrk$iocf0RBSMlATu2TJB;3175.0
3vKMgzDUn38vFD2yjRBabD;-3175.0
2nS3Jh_yj4LfXfBaNBKGdW;-3175.0
0YeteFwJX5z9D6$mnYYIdq;3175.0
0eFbjFGfT0tebLbvMhdClm;4506.0
0M6EuLImnBlw7IRIAzNiWn;-8661.0
3xmwe6qr9BQvOS6Ins15JD;3949.0
2_lYpGyfXAcQwWn7mm48xl;-2960.0
3x5DuyBX548Bt4AC5ovA6h;-3500.0
2K_Be606HEWB9PNu2LuEjt;-3268.0
1E80ZMz3jCdwab3E4yiQxz;-3175.0
20aM2Wl2TFOQD7FnYPf5Vm;-6350.0
0M5G00xzjChQmcEFamX_nq;-6350.0
2k2pW$OLvFaRRvCQoN79mc;-3175.0
1OaMzmsaH3dAeBny5MrIdl;-4575.0
1kKZrjM8v9ZAmnDmXh$FnP;3050.0
0iggJHdcL5hAPXhXoytMxx;-18381.0
0H08jvRjj82AcmikocpIvf;3501.0
30umzaSbHEzR4R0CVC7mrE;4640.0
125ohiH3965wiirjJjPGum;4640.0
2AoHPpC110pO3M5lmRaC7b;4575.0
3Rgwz4UcLCeBQi2hQM_$nj;4725.0
3u2_b2D4PE4BXwzFL5vsUe;4489.0
1yMUfVb5n7sPrZIF5Y4MbS;-9843.0
0Y$gap_y93NhFlLde42yzi;4845.0
2TaqVVYODCi86yh9NOEi_v;4845.0
1YrUqHlV9AWQLaKxuBHBch;3056.0
1uGZ_LQEXEaBxzOE4qf2MT;-30895.0
3SndM3HBjELx5w9z0eGHiH;-11464.0
1ZG$FyvDf7lAgIZWrCQvTi;-2988.0
2kPC7fH$f5jQDsPERTnw4P;-24434.0
2HQMV2KL5C0O3jJwvsnEp9;-10918.0
3Co7MhN6DCKApg2bRPzOyO;-4636.0
26vib08ZD1CPXXI6Hrnhrz;-4636.0
02aVrcszf9o93jU7C3eM7g;-4636.0
0qkFwIA8H3n8FOrg22A2pp;-4636.0
143B8uW9bASueJudXjQ4tK;-4636.0
3Rw5RaGAHEFxsOWrH7qpZ$;-4636.0
2SbD55L$jDMvkjIjDihmIK;-4636.0
053eak$jj4ABAvtJlv8tra;-4636.0
1HCgeZ7tfBxxU3qa8v8JEn;-4636.0
2uyGdU1gD4DeRHv_C3q9pg;-8092.0
0qGss7yUj4KQwfMkQcH2lO;-5614.0
0c0zvc9Dj7kxlSILmnGqI7;-3648.0
2ItK$jDGT60OkKxDZ_0rGg;-4430.0
0$7LMsva98JRCJubBRio3A;-19787.0
1RVTcDYzTExxcBPf1vSNA_;-19787.0
2$RKLuVZH8e8WRb$e3erPA;6056.0
2TBZ05ayP7AfgdnoB$NFjK;12952.0
3bhKYlkfrFcv6A7y94PwvQ;6450.0
15ozYG7ZD00gWKswDYO9ea;6450.0
1i6JJaphH0Rfsa$$Ke07k9;6450.0
2bA2PAXeXAcuBz6jgaAFXb;-20880.0
1WHAIBszDD2h4sIIwt4$2w;-20880.0
3M5ZV0GgP5CvI3_0Zy_$Ck;4822.0
39LibHLfbC_fQv1ZqOPnQz;4822.0
2GKEMSLgD5LwEtabwp3jW7;3070.0
05YtNwyG9DPhG5u7NQXvwE;5968.0
2SC$yA5yHEXB6OnuV8iskC;2995.0
22ItjnkwbFQPWHh80fDnJJ;3175.0
1lzjONkoT67ukIHm6qYBce;-3175.0
1s1nWg_afFqe3_SQXN_i$W;3175.0
3UUlaYZsTBXerHgnj56EMC;3175.0
0ci52xXxX7NxvVd6qJDJc5;3175.0
3BwDnsl1H8HfuXnRG79vgK;-3175.0
2oCjx3FjT6eA2TC9qfd1AR;3175.0
2GO6FTkyr3XxdvltgXAOFm;-3175.0
2aQO0MiczELQGV$tv72qFt;3648.0
2BHNoJj5rBZxReZ4zyhAu9;3175.0
2Dc5Y9cBv05B8dA_6YBd44;3750.0
0M64PXBmTDeOY4nktLZEnU;7740.0
1v9pWMvKr9dBEgvW9VF6gy;-3527.0
3kjU9sbZT6vBYjKE6no7pv;-3527.0
01UXCIrrD0rQzoQ$ME9A4I;-9818.0
3o4SAFqjX48AU6P9ExnZ6O;-5438.0
3a1XuySk5BhO3Wr8ZSAcpV;-30663.0
1kWk$VysTClA23f3Ns2gF7;-24667.0
2tCDlJQvP0QO3CuDl8mP82;-24667.0
2YfMbShPDAsOVAAiBiGzoq;-24667.0
2E$sEdbYHE1v0U29PpNnm_;-10470.0
1MLvUJbhT9jQN0FOBuMNJE;5374.0
13aZYzxSLCpxrE1DbC0L0a;5374.0
1J971mA$5Bzvp6ULFXyvJ5;-7888.0
0wdIiaYkX8lxrjoFrLeiD_;-8660.0
3RcVZSs$XDngel$RWbVVL6;-28243.0
2hTPGSyuX5Ye$ZrgNKPdwR;-12898.0
1Vx3$n01H2Ng3DUIbon7Qi;4543.0
3ey9AM$eb2JhcUSESlaOqO;4543.0
24B6Yd9I14PhvPpqTu2Ibt;-11555.0
1ybNwBL9DCKurPkFHbUvVP;3250.0
1puKdJVRj4QRaB$XD9ZFHU;-12229.0
3j$U4xhKH1f9nKoAhuvCRD;-6136.0
2NE4nkdxD1iBvCPlbOkK2g;-4905.0
2nbWSYrILFEvridi4aae5d;4905.0
1v$VKRr$PF9fzuU7JtPwtZ;3225.0
2hZK1xZl15GfffRAMKLZxk;4905.0
3tuZLbt$z3CP24DY7b6YL3;6475.0
1rslvqXCf9wuwQy7snwrX4;3596.0
31j4535hf6zvRIRZky6nHA;3052.0
07cHnOAV96sf_bmeU3WOua;3123.0
3CBCbFlBX1$QQ0rfNBJdXE;-3500.0
1xKMrdvzPFiBl6UvTd9wN3;3305.0
1kkfBWcKvDPvNhPCwLfFhv;3400.0
2OlIdaR7DDMA0wdc1nCl5N;-4260.0
3ScymKMpLD39uVHDRD7Mm6;3620.0
3rRwrJP7L7uwQHlkhT1oyB;3169.0
1Tf22gnEPAJuQJtibtFaG$;-3807.0
1EX2MIbiHDJgyFS6o0t$nV;11646.0
1C4GOh3cf9LeWPZElupN6J;7940.0
0U$0uQa0P5Z90BRjppq6JS;4383.0
0EGuLS3y566gU6qqEWj5OW;-3988.0
2Be5Xjn$52qf14IehUS0bC;11600.0
0UhZLm7yf2dOoWx298ol2D;11646.0
2RyM2zJ75AJBxdJXhL_V5r;3177.0
2ER$O9Qx548elWfLz1mJZB;11486.0
0wAiZzeMH4B9jrnk7f0lXp;5237.0
0eMt9MKKH3yuE3xsKAajqr;3354.0
1HtBP1xv93nfDXo7QzvC2G;5207.0
3inuJdUBz8j9lXKI1YLkgM;-5220.0
3F5cfq2d58Ox$RVFJdXAMI;-3710.0
1wlWBXH$L2nwWdmQhKDBAe;-3710.0
3iihVx0i51ZwqK9NneKHdL;3990.0
1Xo1MKYs19Bx__NB2tmyhI;3596.0
09F4_$lYHDmgRR0RYlB0Wa;-7519.0
3co_DV0Hv0Lwxlt8Mi7mJv;3698.0
3PvaaVT5z48xH3ZhtcMITV;-3019.0
1vWMkC1lH2WvL2YzlokaZ0;3070.0
11ppOQvoX76x1KvOqNRvDr;5171.0
2TCpSCaPv8Vgv1pV5aqcon;3272.0
2j4YCIPdv6mPdTEH3bfedO;-2945.0
1D6qP$2uL2XALJa$pczUFT;-3719.0
0XsZAIqFj4wPzX9wTRIolv;3641.0
1rwaRmg9j4f8d_HZD4uGN6;-3978.0
3wEcEM_lL7gRc69sW5JAkN;4198.0
2xIuq1n$bAFgRZ4gYUQJ3u;7940.0
1CeZbcBo5DnRA5i8fAOMt2;2995.0
2yR4Ye5QbEdOTayZPFMW7l;4106.0
3_xzPz0UnB7PQ9XzGI$$dS;-3080.0
08U_7BYZ13DxWTmiH55NpB;3168.0
2LzcD5h1b6jQcex5dPNTDq;3468.0
1V6Ys0vGfBaxYHd$eESd8V;-3978.0
0VClj49BLEzhLDqE1DdCyd;-3006.0
1yrRi8jh53weMHMinrXJwb;4005.0
2Pe24T1az28eGKR1wUyE6L;5821.0
3Z3W9bAp5F5BWoJw9_DAuX;6086.0
0QcdFz8IvE5ARY8EASRLeZ;4254.0
24yVnHOfbBjwLDKtXU4gxt;-3390.0
0_qCNS_gb7TPCUfuEjYtUp;3169.0
0KhVJs681DsuINUW1j4oou;4540.0
1YrmZfkp9CfgKFx4dx3MsC;6172.0
2a8Caiswv42ga_I1AsjcWN;3169.0
0zUheQYq99qAYs2CTKyxp$;11700.0
3KYWsBtJb4bO33TPjgfKFM;3995.0
35f_NMqED2OhaCTIcfYP3F;12300.0
3mtyZLeHT1$eIVP9BLGQuv;9099.0
2uJ$58kYT5tA8izHRp3K_Y;2992.0
01zlZARuP20f6qL9e5dtAH;-4749.0
1JNwuKFeb2FevlNds3Bzz7;-3002.0
31zGEZHN95vANsG$qOYE59;-6515.0
0Mt6qctXvA5ejP5QqVKQLr;3123.0
0T_vzGKRn1lABYAkmPV$AJ;4157.0
2aUU3AHBTA6AtJoYe5aokV;3960.0
19mPNYSfr9y8ORHX1e4TlQ;-5244.0
2hCACoTD9CGxWhbf4FEeIC;-5184.0
0CgUAs_AzE4Af28nzArJun;4300.0
1pYfO8bIj5IRxsRNn_C1Po;2995.0
1zNo30qC94l9enNIvf9AZx;4221.0
17WZj8gQ94qQg1aZNXabwS;-4640.0
33JjTg3iv7HgbtklQ6fycI;-4640.0
3ft3nWGHHDcv1khATaChJY;6170.0
33Ji2JHar7_Rf6_a$0rBS5;-3978.0
0ZV9DCrufDE9txeWs9Q86E;-3500.0
1RjeKFFc5ElvlE9Kpog45E;-5158.0
34co4FNpn6kPuAPXaOcb3I;3400.0
12ttJsYTr7i8FqW7jAsr8a;-11384.0
27DlCDS1150wviOBCIPV$D;-3975.0
14rAbT5PDC8BQKY_m$SEll;3776.0
19ZHiwTA52JvIOqTlTgrMl;-3797.0
1nT$rFo0HF3xTavvktj2Vb;4211.0
04rvDV8Xz2XRIPZJpjjgfR;3390.0
3IxrE507jCYxHd3x_0xpd_;3781.0
17ZRT0nLvA3hDplIB$W0HK;-3280.0
1DHwRplaPBPvfKa6w7UH5L;12964.0
1KkpM8XN52ERd_oP1y4$Q4;3463.0
2XBvUdI1HCTvUzu$_BQh2u;11506.0
2GiSflc_HD28ioSqzEIj2r;-3680.0
0FSFAVO_v8UQUsV4g73LKp;-3709.0
3iymjN0P1FKBROE_0t$Ljt;-6409.0
1cp5wDDkr6fwnIghZcWFFw;6295.0
0nnbbuJK5EIRH3m4MvSNyz;3161.0
1T9C74x$H1iQuy3dff3k7j;5476.0
2sIK4Vh4j0rA$yoG9l3d$Z;-3978.0
1tioXPTCr7ZOwpE2gtepLI;5776.0
1Nm$mGXq10Rf$1y487miEf;3169.0
3g$CuKD0n1CQmoOiV8ZCxa;3070.0
2WMre2CUD0Txaln$xR5sM9;4446.0
3rq_ssSMn9iRwLemcgr_eM;5506.0
3HDRPnVqD8qQoskrJc_Kz$;4100.0
3CshFnWuDDDhsbViq9c73j;2986.0
0NEtdSW7X4J8uBRUUZnN7C;3095.0
08IjYHMV1EhwRIYOMHhRX6;6410.0
3h1wX5o39408IdRArcFPkl;12943.0
3pzea8LMn35uUpbUf9RcxW;-6384.0
1MvRDpmwj7H8lfMfrRHHGB;-11375.0
3tTGfkCDj46R3DVkMTGt6m;3272.0
0LZxmfGJbAWhuMFs3chSAp;-5678.0
0HPg0wbb1F8QXp6$c3UfAK;3169.0
3Qsn_4t1b7ROyQ1D9dPrFV;-3449.0
2oyoKeLk57aPHDX99BPWoc;-3177.0
2Dm0ouMEj7$QqriH33ijYh;6350.0
3RMMBDQX917B0GJrokNoGa;-11382.0
3aM1grbn1DEeMsNjwpfroc;9099.0
3eujKs5wj73vSi4peNwt5$;4295.0
30voHl5Q5E8f95SKzL1EBx;-6173.0
3xifuU26HCNuv1iiOHpFaG;3450.0
0i_1vjbDrCevSWotHQR0ei;5694.0
1W_SFM1iX2ZfVecXPVichx;3070.0
2VrWz6Uc5628VjkYFlolL8;3501.0
13YxXWcv17nud3Z2K_mzmy;3148.0
3FXZ$mAOz69g9k9_McSf$_;3070.0
0FXGaDBejDjRq8qIEUTwfq;3690.0
1XDLFYaPLCkRePPKqcACq6;3400.0
3r0BHLrhrA_vUzE$oo4BH9;4540.0
1J6$Urncn9YA5N1YQUTp6H;3393.0
0F0xTwRmn2TPk6gF7DYc2A;3305.0
1YkXpFPH9EdOsBMWVZmSza;-3116.0
3pCavfBAnBefbAF9gSbvET;6465.0
2djYQxbFr92um26VmP9BJm;6170.0
33uzIQrYrFbBka_rygZiWd;-11375.0
0GrhJNjpL0uQp4rw5C5rpz;-3437.0
1qwt8NBUn0$Retd5LJjMIY;3171.0
2WQpBo3nb2FQyYQ4sCEwrN;3169.0
16BUGWN1jFXPb02mGSWc5B;3169.0
3O0vq8KUzFk8RQ2JXX9GZ5;2995.0
0T9zxUzwf8wArSNtf1P2u3;3437.0
3ooC_0uBf5wRp7BMLp8bHa;12945.0
2rOJNDtNTARgC1xXQZ$nnI;2995.0
0Jz7hzWCTB6A7UZSyP7uvo;3169.0
2YgMCWn0bDXhZUUJBgHVOy;4812.0
1172EQhB9EYwM_O28$wBBe;2995.0
1zLDlkq3X0lukMpo8LJtZI;12610.0
1DVs5Ja0zEVOG$Y2jCIvxw;3904.0
2qwNl1IZz8deGDFy83XDQ2;-3171.0
3A_tJxcjvBzO0DJB9n1CbJ;6295.0
1spA5zKEDExgFa1H6a5aBb;-3904.0
3a1LYpUgj64fyHb0MMncVS;23900.0
1BI5Slvsf0ChgNDRmLyHnx;3225.0
1gi_baEu5AW9lY8GGZK_2H;-3604.0
0D50eskGX4YgmUKauuk6Nw;-3269.0
347piRzUz8a9zhr7Na$W45;2995.0
10C2eSd1L4DAXFeNKDmx7n;3169.0
09sjmuPsD3F8sHMjfoW0JB;3169.0
19ztVhNCrFThK125mTWxAo;2995.0
0vbGc$cTDCuAT4hg8jo4NE;3690.0
1tp$VuF6jDLALur_Zu$L9k;3070.0
3TrBoXVZf3bOOCGn9E$KXU;12847.0
3ts0At23bAeRBnC5A1jOEO;-11382.0
1SqMFY6612kgjXrMQTF$2F;12952.0
16z0uiWxf8JOLfyMFji1Sy;3468.0
19P$uG0GHAGBKQf$Zou3PT;3468.0
0F0$8n5ePAtgiDk$IzsDUs;3169.0
3EG9$FcSjC1QJU3J3tJA9N;3169.0
0lCnJ4Aur6rgl0fYfkyReY;4226.0
3CYWFINE11Yu3WOBvl73xm;3158.0
06x5_pbhf2oPzflXgzN9tO;3005.0
2cof8TfPfBggy3Nk0ivcMQ;3158.0
1DgPikNV592heb5xnYikp_;3169.0
0m6x0OxELFRxRzixO8n0mG;5614.0
0QHYwfdwv18ghc_6X5uzuB;5846.0
0BjN7FaTLBIBfyJHbZ4s_7;3460.0
1ipk9ZM51AK8qoBoW2o4bo;-3978.0
3ixf1fLFz6Nw2uN$QwMmYp;-3978.0
3pY2G_bV9A1OMyspyEpfrt;-3978.0
0TkmxFdx94$hnSJFanzjzw;-3978.0
2dI4h5zW1AM8eac38pjKTI;-3978.0
20sDDKnUHE8OvqqqssW9OT;-3978.0
1aT3JPvLD9MBYhnvF0LCQq;-3978.0
1uKId3_zH66PtKmF8D7OdR;-3978.0
3PT3oKOO92DO9vEOF9jsop;-3528.0
0LdpFpDB58jvd7bLtslJss;-3978.0
3cpVqXjEH2CxhitB8ESiOQ;-3996.0
2KDDU9Dwj3FumFTpQdFxFy;-3996.0
3rBcmI4xj6pw1t3OU6TgRB;4536.0
0xM0kX2dPD982V2CGV0Pmn;3501.0
2qVbCvPGD1RBa9qqMuk6lu;-3500.0
3EztE_BWj3_PaV0yrZyK5V;-3500.0
2IMbeNGqPDag__p_2TflqK;3501.0
0DB5LlWZ5BdBG5F7HBNSSe;-3500.0
2RhUhD8WvAE84BGJmLcWu6;3501.0
3CNP4HL0z76xFratbwBr1q;3501.0
1axRiagGb1lgT0NH$rrUGZ;3320.0
2tfnEfGyzDbf6biALN5ooZ;6399.0
36MTFi8nzEIOKEuMtVoZHL;5752.0
2ByibzEUX7zRNgpVXHcNFx;3463.0
2HXAnWm4j7SPdXrbvPYr4R;3372.0
1XE8DD93LDeAynz3f1dMlv;-5381.0
1hxeIOEbXBIR548UzdUYgx;4196.0
2jWNBUi$17IfZSFHUBi4o4;11728.0
1PpL35$w58DOYwgopvVK3F;-3129.0
2O$2hnn$L3$eSF$fuCAbPP;-3207.0
23FjW5i0v6PA7w$SXs0D39;-5541.0
1eQV$qEIDDq9QiStyWmoOi;7426.0
1x_On6$FrC3etU_9EL_f_2;4575.0
1At$YT73P5WO6DHwou2fNH;3980.0
1X4FHUNdX1zhXhQwcYIRv7;-3141.0
3QFP0HqHjENPRrisl0Ggog;-3463.0
0LykIVPsn4LgUu8cwlZ8B8;6096.0
1oR54k6R5FRQQBN7ENuvQd;6688.0
0KcDvmsW1Fdx5mEf15HqAs;-4653.0
3ypTbpwAL1reNDBMbcqJSb;7900.0
2JAk60YbDBlBnHBZoROL3M;7900.0
2mMa6$6UD788EEdqoLNLdk;-7519.0
1VRp2lFtz4sg1iBac8kdp8;3717.0
2uouAtddv2xBAhqbRzddPv;3168.0
2MQmL2fED8Hhn$$2WBVsqI;7540.0
3F_fkKaMH9jxO1D_Q30tH6;7540.0
2QbojX$zj7CAyE55lGv8CN;-3463.0
1qNWdR9m53BRRCIjtzmywu;5756.0
0Amg8sjvv5cBrG$vEbtIri;4115.0
3sTLx4IWD6FfOUyv80F4Il;3949.0
3JqiMRViXCCAustW0zUE$0;-3118.0
0aK$kitRz9dhX7wb1rR0u7;-3481.0
30l8PcdHjCKfmAo5ZsEDAU;-3416.0
3viVizgU14gxthv00yKbSu;5856.0
0NKzrxkV94dxXvc9mF90_Z;3118.0
2FvfURbgj5rfIOd9898UKI;-3202.0
3B3hr3VKT7pvP47vsttBhH;-3051.0
13c5XbconEKBJqFyD$emRe;-5056.0
3BhwAFw4H1N8fohi6jFiEQ;-4226.0
1t81jwRLX74fUSLGmBQY2I;-4540.0
0wWiMx2tnA0Avowsr8g4pd;3070.0
3TPrnHwEj3h9Oa9gHCSyzF;5158.0
2GtUL1OcT2dBt7w_u6W$sy;3070.0
2vUGAldyv42wQkEHvCxuTr;11736.0
2fs1wsRHH29uyI8v1Mbgi2;-4159.0
2dRpPp13PDyuavlEXRZsZ2;5591.0
0nMX0cFubB3vVF$wMJknzF;-3742.0
0Q6vGqX0fDyBxAXhj0T8O_;4254.0
15yUkH3M13ahU4b8P6UyxD;7422.0
03J6oejWn8EhTROSuleI6S;3287.0
3kYdvcx$528Pw2oszxTeSR;4254.0
0$d2E0B2bANPwjjQfAn2f1;5866.0
2PY5ir7Zr0NhC0DQTWO64X;-3002.0
2JqeHsQ7P6PgnAl8XWc8Cv;4306.0
2bhsIqrpL0qvc2ABC0krDq;5856.0
0mqMJssof3lvx8qyDpzsqa;2988.0
17v_n9$Ev2WwJRkjGZQmpb;5788.0
1uiJjv5qXCMQQvEEWp84ar;-3026.0
0rbQnQQO5BNObRLwwe9aUj;4392.0
0_furTxRLCCvknkhBJpbLa;-19559.0
0PGSNMJwH2iPLDnk82IFFn;3400.0
36M7Q1smn789X4a9RpSqIy;3305.0
1SRtYyrqH3Q98IL$FVCZY8;4468.0
1Bi3VhoyLCqP9qnBgrriEy;3070.0
3ZuLrrxRbCNgjr6Fg_w3us;4442.0
1E4olJD9zAF910r529LA1k;3070.0
3dnL8wJeD0$PHFolsuuVRZ;4830.0
3kC$FmIBvCjgjIwWwBa5OW;-4769.0
0qpy3rVInF7x3JP4AHNa2i;4742.0
